regression,age
57.574425,68.2739726027397
61.866226,61.06575342465749
36.842644,39.671232876712295
59.238533,69.158904109589
42.622444,42.185792349726796
26.105923,25.386301369863
28.866302,35.0983606557377
80.66346,74.0630136986301
58.399414,54.3698630136986
42.342102000000004,46.8164383561644
55.322838,54.7698630136986
63.28621700000001,70.81643835616441
33.861121999999995,43.172602739726
48.827890000000004,52.6109589041096
55.94359,57.4071038251366
65.54835,66.8219178082192
41.27881,47.7342465753425
67.13891600000001,61.978082191780786
64.08109,64.3671232876712
41.640396,44.975716745265395
43.090446,49.8246575342466
75.93536,71.64931506849321
64.08545,69.8965266861292
54.474990000000005,56.9315068493151
54.8639,58.224043715846996
46.989403,52.1122239688599
77.95724,72.6757017740849
50.900284,50.7972602739726
71.88284,67.0191256830601
72.364136,73.8351373605809
45.874474,49.0
57.750640000000004,58.7616438356164
78.91066,74.50554682236691
22.971493,26.5780821917808
73.38261,69.9041095890411
82.43935,88.8252938094169
63.22902,65.48219178082189
38.418793,49.3306010928962
62.59465,68.09863013698629
61.118256,60.8767123287671
26.251432,26.0846994535519
41.43692,54.328767123287705
50.46627,52.0082191780822
63.032745,64.44109589041099
78.17331999999999,74.0602739726027
46.017759999999996,46.2767123287671
55.04084,54.8602739726027
32.06733,27.4986301369863
23.459495999999998,28.561643835616398
68.78747,74.1639344262295
74.71123,74.6712328767123
74.23643,72.772602739726
67.57934,72.2896174863388
78.69781,78.5205479452055
60.920906,61.2712328767123
78.0387,77.5546448087432
51.71994,53.189041095890396
69.54337,69.386174114829
71.76942,72.6054794520548
30.935276,40.9543229283629
64.93043,62.1857923497268
27.1698,33.4328767123288
66.90628000000001,68.72876712328771
46.955405999999996,47.8633879781421
61.15599,66.5369863013699
69.52904000000001,69.158904109589
67.31741,70.3424657534247
78.480675,84.62435811063699
63.89434,66.8520547945206
66.40795,60.7452054794521
66.933304,59.7068493150685
68.16054,68.1068493150685
74.07422,69.24109589041099
55.39368399999999,53.0684931506849
45.660057,44.260273972602704
57.163222999999995,58.6164383561644
75.23411999999999,79.6246575342466
69.81197,65.8520547945206
50.845757,51.336065573770504
45.823692,44.186301369863
81.40105,72.1256830601093
36.81884,41.079234972677604
69.78853000000001,71.327868852459
70.33955999999999,74.6693989071038
25.494162,20.5054644808743
70.95167,74.19125683060109
40.84985,43.4590163934426
47.990425,50.345205479452105
76.125435,77.0356164383562
70.51472,69.84014522045061
29.122911,28.0765027322404
58.755309999999994,64.2267759562842
69.80555,75.5698630136986
42.746216,42.0163934426229
59.85491,63.715846994535504
57.07702,52.7513661202186
36.49163,40.3551912568306
72.57994000000001,76.98356164383559
70.23111,73.86849315068491
86.94658000000001,85.7768320982109
45.250633,50.459098734935296
75.93124399999999,68.227397260274
70.62668599999999,69.986301369863
32.602627000000005,30.62295081967211
72.6731,71.24316939890709
51.146423,54.786301369863004
78.17612,76.21369863013699
53.248383,54.1342465753425
74.61570999999999,68.8493150684932
81.583694,81.71857923497271
73.445915,75.9397260273973
84.154884,79.29041095890409
44.964844,46.778688524590216
71.711815,68.1671232876712
63.991623,65.0876712328767
58.658073,65.0301369863014
68.242325,69.2931506849315
78.29330999999999,80.52876712328771
63.935402,62.260273972602704
69.88618000000001,74.41369863013699
71.075745,72.613698630137
62.917953000000004,60.336065573770504
63.55396999999999,66.3671232876712
46.600937,53.7342465753425
58.79054300000001,62.777505801332396
61.191993999999994,60.06575342465749
48.172470000000004,51.172602739726
72.83096,81.6575342465753
68.69955999999999,71.7808219178082
37.983624,36.632876712328795
79.97829399999999,71.52876712328771
19.305628,23.483606557377
75.62918,72.9178082191781
77.80988,77.358904109589
68.55967,67.0054794520548
16.17294,20.9792499438581
45.829506,50.830136986301405
75.54674,77.34153005464479
71.75851999999999,68.4356164383562
41.905235,44.506272924620106
75.809715,75.63013698630141
73.04604,74.45355191256829
35.42366,31.4767123287671
66.581406,62.526027397260286
43.307602,48.3095890410959
61.011192,59.0710382513661
31.213409999999996,34.1502732240437
50.8965,53.39452054794521
60.233222999999995,57.224657534246596
76.15143,67.813698630137
51.08722,51.5041095890411
77.34976999999999,69.8547945205479
66.11108,68.6955610449884
31.910933,28.4027397260274
76.02541,75.8520547945206
61.600882999999996,65.7095890410959
62.036865,61.9721760610824
72.53134,69.5065573770492
47.248917,49.551912568306
61.073997,66.65846994535522
73.12208000000001,73.7269331536792
69.510506,62.4082191780822
68.9643,67.7945205479452
39.45791,45.9186466052848
48.189370000000004,45.3369863013699
66.32598,69.8383561643836
57.338303,59.517808219178114
76.29611,73.7229208773112
31.430090000000003,36.1232876712329
48.93647,55.6010928961749
71.414406,73.12602739726029
46.523705,50.6684931506849
38.164276,43.7780821917808
43.01037,45.3123287671233
60.38971,61.538251366120214
72.243,72.21369863013699
71.20768000000001,74.39344262295079
54.014885,58.890410958904106
72.230576,75.1068493150685
52.180504,54.526027397260286
77.75896,81.08743169398909
57.7342,56.0082191780822
60.43823199999999,67.613698630137
73.61256,68.8438356164384
79.886024,77.6010928961749
57.062973,60.169863013698595
74.86618,73.5643835616438
72.082596,68.1342465753425
68.02779,68.57377049180329
43.22513,39.0575342465753
63.303383,70.45680814432221
25.205992000000002,27.4904109589041
69.46786999999999,74.45753424657529
61.0483,60.2493150684932
29.76209,35.205479452054796
52.888619999999996,50.441095890411
50.58332,48.6575117898046
61.637809999999995,58.6019013399207
50.262054,56.3579234972678
42.119842999999996,43.8333333333333
52.48426,51.5753424657534
51.244415000000004,53.046448087431706
83.661964,79.972602739726
63.656906000000006,65.0356164383562
69.61254,71.13150684931509
69.41049,66.5260273972603
52.02945,53.208219178082196
70.3902,75.0846994535519
68.87676,68.7068493150685
73.62241999999999,78.3333333333333
66.62715,62.9369863013699
36.38228,43.1397260273973
60.15341,61.6356164383562
73.86709599999999,72.15616438356159
71.154274,72.0575342465753
30.432142,42.248880904259295
75.140526,75.54246575342471
72.61124000000001,75.41095890410959
71.02943,67.5260273972603
74.713936,66.9671232876712
43.074852,49.3852459016393
74.52461,74.9397260273973
76.84414,74.6109589041096
78.637665,74.986301369863
53.689377,55.83835616438361
52.144737,56.883501759113706
80.43138,74.7698630136986
79.393974,79.1342465753425
68.702866,64.809371958979
45.668976,45.4438356164384
74.67921,72.2328767123288
70.09791,72.3579234972678
57.002686,69.4180327868852
71.52918000000001,74.27123287671229
74.62875,69.707650273224
65.532036,68.2657534246575
40.01893,46.177610599595795
79.15198000000001,94.66849315068492
29.768024,30.547945205479497
61.90603,63.1835616438356
71.78855,65.3032786885246
40.456497,44.754322928362896
57.097527,67.4356164383562
32.300309999999996,28.2786885245902
42.06775,41.8160116775208
30.410301,32.1972602739726
74.6607,68.1753424657534
64.71638,62.0630136986301
67.02333,65.3917808219178
68.17107,69.4453551912568
84.2235,92.0493150684931
71.04566,71.4794520547945
47.58262,50.0356164383562
65.1498,57.290410958904104
56.1436,54.47123287671229
73.14758,74.6639344262295
69.74136999999999,72.3150684931507
35.357925,40.5601092896175
55.79866,59.632876712328795
28.217940999999996,29.153207575417294
30.367272999999997,28.8775207725129
76.78833,78.5178082191781
52.034836,54.169863013698595
28.6557,30.7835616438356
71.7657,67.2657534246575
53.624733,67.58356164383561
64.20296,68.1613069840557
69.771225,69.50136986301371
41.35176,46.0849315068493
50.67816,49.3479452054795
78.150566,73.2219178082192
69.25938000000001,71.1808219178082
66.31097,72.2054794520548
72.88027,68.7260273972603
63.60402,67.37808219178079
60.89021999999999,60.9095890410959
71.0622,74.448087431694
66.00744,68.1479452054794
44.3405,41.726027397260296
72.296974,70.3068493150685
36.281384,38.0383561643836
71.77765,73.6082191780822
71.25678,69.6
66.70293000000001,65.52328767123291
44.389915,48.872048806048404
43.965942,45.2821917808219
52.311325,49.985373156673404
59.475388,58.4054794520548
65.0532,66.172131147541
58.55928,57.5041095890411
35.75731,37.568762631933495
72.42416,70.09836065573772
33.33187,35.7677595628415
77.898674,79.95616438356159
80.17278,83.2438356164384
75.96224000000001,68.38904109589039
47.277435,46.7698630136986
49.728363,55.8602739726027
45.16902,50.4493150684931
73.26971,79.5041095890411
53.503967,53.783561643835604
30.788399,30.8219178082192
65.67840600000001,70.7123287671233
67.79029,66.0876712328767
30.887682,31.1369863013699
68.4213,68.120218579235
79.78924,80.2739726027397
30.695593,37.3260273972603
56.022453000000006,59.34246575342471
63.751236,65.9178082191781
54.824104000000005,60.1830601092896
29.326794,33.3287671232877
54.25731700000001,54.9561643835616
49.266655,47.39452054794521
55.571380000000005,54.9397260273973
65.19443000000001,68.47671232876709
48.484505,48.2383561643836
64.30353000000001,64.7315068493151
66.48286999999999,72.3753424657534
68.89988000000001,69.1534246575342
69.710945,68.8
72.694885,70.3178082191781
76.31374,71.92876712328771
74.78246,75.18356164383559
71.42574,71.2876712328767
